Bing Crosby	advertiser,terrorist,con_man,visitor,actress,coach,mom	ghost,cuckoo,god,bouncer,lion,puppet,prostitute
Bob Dylan	guest,rival,gentleman,car_dealer,sacred_cow,mother,dove	respondent,nominee,failure,captive,fashion_model,boyfriend,anthropologist
Leonard Cohen	coach,con_man,visitor,guitarist,manager,accompanist,buyer	constable,chief,pupil,capitalist,detainee,senior,warlord
Bob Marley	liar,pawn,outlaw,villain,chronicler,footballer,princess	exporter,monkey,double,predator,pupil,oracle,rescuer
Boba Fett	fashion_designer,voter,visitor,queen,character,aristocrat,interpreter	parasite,capitalist,mother,functionary,model,warlord,sinner
Bobby Fischer	coach,con_man,doctor,counsellor,sage,manager,judge	terrorist,liberal,nominee,chief,client,shareholder,president
Bono	patron,civilian,pollster,artist,freedom_fighter,tyrant,aristocrat	plastic_surgeon,pawn,helper,guitarist,storyteller,cheater,troublemaker
Brad Pitt	Catholic,infant,chess_player,traitor,tyrant,caregiver,defendant	goddess,medium,target,tour_guide,source,speaker,oracle
Brian Wilson	confessor,publicist,adept,dentist,accompanist,hooker,dove	manipulator,censor,colonizer,abbot,rescuer,nerd,flak
Bridget Jones	detective,cop,coach,con_man,doctor,visitor,homeowner	translator,infidel,builder,actress,nun,villain,friend
Britney Spears	bully,pope,pawn,heir,nanny,savior,groupie	vendor,reporter,gentleman,translator,captive,saint,anthropologist
Bruce Lee	ghost,rival,villain,tyrant,knight,bishop,serial_killer	passenger,exporter,star,iconoclast,abbot,rescuer,prosecutor
Bruce Springsteen	boy,guest,rival,gentleman,car_dealer,sacred_cow,dove	respondent,nominee,translator,captive,minister,boyfriend,anthropologist
Bruce Wayne	bully,adolescent,gang_member,actress,school_kid,master,footballer	fighter,wife,preacher,travel_agent,artisan,shaman,minister
Commissioner James Gordon	seducer,con_man,sage,commoner,aristocrat,tyrant,judge	translator,comedian,receptionist,student,speaker,satirist,sinner
Harvey Dent	advertiser,coach,con_man,visitor,actress,manager,accompanist	emissary,brown_nose,sucker,lobbyist,valet,proxy,martyr
Batman	seducer,sage,commoner,tyrant,aristocrat,deity,caregiver	impersonator,terrorist,target,visitor,failure,speaker,baby
Buck Rogers	Catholic,convert,liberal,demon,believer,tutor	
Buddha	cleric,doctor,sage,aristocrat,judge,deity,caregiver	student,author,atheist,client,capitalist,mother,professional
Buzz Aldrin	vendor,lender,source,demonstrator,criminal,marketer,hotelier	travel_agent,pupil,oracle,professional,senior,rescuer,minister
Buzz Lightyear		
Emperor Caligula		
Cameron Diaz	giant,liar,con_man,visitor,damsel,commoner,child	convert,target,goddess,tour_guide,speaker,oracle,pilot
Captain Ahab	Catholic,convert,demon,believer,liberal	
Cardinal Richelieu	baby,girl,musician,character,beauty	
Carl Lewis	candidate,writer,actress,manager,accompanist,teenager,citizen	woman,gang_member,terrorist,capitalist,criminal,warlord,marketer
Carl Sagan	liar,pope,knight,believer,chef,villain,surgeon	detective,cartographer,dictator,experimenter,navigator,mariner,inventor
Stephen Jay Gould	terrorist,gang_member,double_agent,authority,poacher,travel_agent,handler	woman,journalist
Carrie Bradshaw	caller,nationalist,artist,writer,historian,journalist,abolitionist	propagandist,mystery_writer,novelist,speechwriter,screenwriter,satirist
Enrico Caruso	advertiser,coach,con_man,visitor,actress,manager,accompanist	builder,applicant,travel_agent,client,mother,professional,model
Cary Grant	Catholic,infant,queen,sibling,traitor,tyrant,caregiver	realtor,evangelist,parliamentarian,bailiff,translator,chief,functionary
Giacomo Casanova	fashion_designer,con_man,visitor,queen,freedom_fighter,demonstrator,aristocrat	fighter,emissary,wife,doctor,villain,chief,assassin
Charlemagne	seducer,con_man,sage,commoner,tyrant,aristocrat,deity	wife,author,tour_guide,chef,client,professional,model
Charles Atlas	dad,witch_doctor,medium,doctor,spin_doctor,lady,evil_genius	gang_member,priest,mentor,model,instructor,role_model,leader
Charles Darwin	detective,advertiser,examiner,con_man,researcher,historian,double_agent	bowler,fighter,house_guest,initiate,adult,interviewer,pilot
Charles Dickens	advertiser,coach,con_man,visitor,believer,speaker,actress	enemy,patient,monster,tour_guide,soldier,shareholder,guide
Charles Foster Kane	fundamentalist,shipper,target,winner,bride,intruder,baby	exporter,star,groom,tour_guide,sibling,spouse,dealer
Charlie Brown	infant,doctor,winner,loser,wimp,legislator,victor	publisher,attorney,chess_player,decision_maker,caller,driver,player
Charlie Chaplin	wizard,heir,nanny,savior,nurse,groupie,adult	star,wife,pupil,fighter,spouse,rescuer,minister
Charlie Parker	hit_man,woman,con_man,artist,character,hunter,father	waiter,applicant,predator,guard,cheater,demonstrator,boyfriend
Che Guevara	Catholic,decision_maker,pimp,goon,car_dealer,oligarch,marketer	parasite,pupil,capitalist,mother,model,warlord,sinner
Christian Bale	con_man,expert,visitor,seller,manager,supporter,opponent	emissary,prostitute,companion,chief,prisoner,assassin,explorer
Christopher Columbus	advertiser,coach,con_man,visitor,actress,manager,accompanist	ghost,spy,foreigner,driver,mercenary,gang_member,conqueror
Christopher Hitchens	gatekeeper,theorist,coach,devotee,aristocrat,underwriter,golfer	atheist,advocate,journalist,novelist,opponent,commentator,editor
Chuck Norris	ghost,giant,rival,villain,tyrant,bishop,serial_killer	ombudsman,plastic_surgeon,chief,capitalist,shaman,senior,warlord
Cicero	fashion_designer,coach,con_man,colonist,manager,freedom_fighter,judge	travel_agent,pupil,oracle,professional,senior,rescuer,minister
Clark Gable	Catholic,liar,con_man,visitor,queen,victim,aristocrat	chief,client,chronicler,mother,professional,model,sinner
Clark Kent	gatekeeper,coach,devotee,aristocrat,manager,baby,golfer	insurgent,mediator,content_provider,guard,fashion_model,judge,informant
Cleopatra		
Clint Eastwood	composer,knight,believer,employer,mentor,tyrant,sponsor	adviser,atheist,client,banker,professional,president,model
Colin Farrell	enemy,athlete,authority,prodigy,source,witness,opponent	vet,wife,gang_member,chief,representative,mother,model
Colonel Sanders	seducer,con_man,sage,commoner,tyrant,aristocrat,deity	wife,author,tour_guide,chef,client,professional,model
Confucius	tyrant,parasite	
Copernicus	cartographer,star,stakeholder,sage,priest,navigator,mariner	chemist
Cosmo Kramer	outsider,expert,reporter,advocate,lobbyist,subscriber,minister	activist,bitch,teenager,babysitter,navigator,hoodlum,editor
Courtney Love	king,bully,role_model,heir,master,fashion_model,footballer	goddess,medium,winner,tour_guide,source,adult,oracle
Croesus	Catholic,jailer,respondent,accuser,trafficker,researcher,advocate	assailant,speaker,mystery_writer,abuser,torturer,defendant,opponent
Herodotus		
Daffy Duck	brown_nose,companion,bouncer,fugitive	
Dame Edna Everage		
Dan Brown	caller,nationalist,artist,writer,historian,journalist,abolitionist	propagandist,mystery_writer,novelist,speechwriter,screenwriter,satirist
Robert Langdon	ambassador,coach,con_man,doctor,visitor,counsellor,sage	tour_guide,chief,client,representative,mother,professional,senior
Dan Quayle	advertiser,con_man,ambassador,consul,doctor,manager,judge	expert,handler,player,hoodlum,shareholder,editor,minister
Daniel Craig	knight,sponsor,villain,mentor,tyrant,rival,serial_killer	wife,applicant,client,capitalist,mother,professional,senior
Daniel Boone	cop,tourist,visitor,settler,crooked_cop,foreigner,citizen	investor,architect,climber,pirate,farmer
Dante Alighieri	ambassador,coach,researcher,publicist,authority,preacher,critic	prophet,priest,chronicler,fashion_model,model,role_model,anthropologist
Darth Maul	terrorist,con_man,radical,villain,traitor,tyrant,thug	double,recruit,assailant,mother,professional,senior,inferior
Darth Vader		
Davy Crockett	cop,tourist,visitor,settler,crooked_cop,foreigner,citizen	investor,architect,climber,pirate,farmer
David Beckham	Catholic,explorer,pawn,knight,villain,surgeon,native	ghost,goddess,medium,adult,oracle,deity,pilot
David Blaine	helper,counsellor,sage,housewife,lender,freedom_fighter,farmer	wife,builder,applicant,travel_agent,client,mother,professional
David Bowie	infant,respondent,candidate,traitor,knave,deity,caregiver	singer,designer,star,promoter,companion,mother,president
David Byrne	advertiser,tourist,photographer,actress,accompanist,artisan,interpreter	vet,manipulator,censor,parasite,capitalist,mother,warlord
David Caruso	Catholic,liar,con_man,visitor,victim,aristocrat,supporter	beauty,constable,authority,mercenary,travel_agent,iconoclast,capitalist
David Hasselhoff	Catholic,liar,con_man,visitor,queen,victim,aristocrat	singer,wife,author,preacher,client,mother,professional
David Lee Roth	customer,knight,villain,believer,manager,mentor,composer	diplomat,exporter,fighter,parliamentarian,abbot,spouse,rescuer
David Letterman	terrorist,liberal,knight,believer,villain,tyrant,bishop	jockey,lessee,groom,bouncer,abolitionist,rescuer,teenager
David Lynch	advertiser,coach,con_man,visitor,manager,sitter,buyer	exporter,actress,shareholder,trainee,staffer,pilot,anthropologist
David Mamet	enemy,winner,underdog,advocate,employer,oppressor,supporter	evangelist,fighter,fanatic,tour_guide,pupil,oracle,disciple
Dean Martin	devotee,theorist,coach,slave_owner,father,manager,woman	giant,foreigner,bouncer,lion,lady,pirate,prostitute
Deepak Chopra	coach,pawn,visitor,consul,sage,manager,aristocrat	respondent,blogger,dancer,comedian,fashion_model,evaluator,role_model
Dexter Morgan	spy,gang_lord,traitor,oligarch,tyrant,car_salesman,rebel	supervisor,sibling,girlfriend,schoolmate,spouse,rescuer,chemist
Dian Fossey	detective,fashion_designer,coach,con_man,doctor,visitor,pastor	broadcaster,pupil,capitalist,mother,professional,senior,representative
Dick Cheney	monster,outlaw,bandit,attacker,poacher,intruder,bull	infidel,source,stakeholder,actress,failure,villain,native
Dolly Parton	knight,believer,employer,manager,tyrant,rival,supporter	guitarist,foreigner,bouncer,peasant,comedian,mystery_writer,vocalist
Don Vito Corleone	spokesman,vendor,seller,lender,swain,tormentor,gaoler	slave,explorer,colonizer,mercenary,travel_agent,priest,capitalist
Don King	gatekeeper,manipulator,rapper,accompanist,broadcaster,suitor,principal	house_guest,wife,author,tour_guide,pupil,professional,model
Donald Duck	advertiser,miracle_worker,visitor,authority,intern,sponsor,girl	gang_member,groom,tour_guide,serf,columnist,pupil,guide
Donald Trump	gatekeeper,vet,devotee,vassal,wizard,aristocrat,missionary	passenger,diplomat,groom,sibling,spouse,rescuer,dealer
Dorian Gray	hit_man,convert,con_man,beauty,proselyte,assistant,character	controller,dove,model
Doris Day	advertiser,coach,con_man,visitor,actress,manager,accompanist	travel_agent,client,dissenter,mother,professional,model,opponent
Dorothy Parker	coach,guest,doctor,visitor,consul,sage,judge	driver,dissident,client,comedian,receptionist,satirist,sinner
Dr. John Watson	hero,sitter,fan,mystery_writer,entertainer,president,comedian	colonizer,infidel,neoconservative,god,extremist,villain,rescuer
Professor James Moriarty	spy,enemy,miracle_worker,sage,critic,bard,victim	king,knight,outlaw,villain,conqueror,warlord,leader
Eddie Murphy	Catholic,liar,con_man,visitor,victim,aristocrat,supporter	woman,patient,character,serf,mercenary,reader,vendor
Eddie Van Halen	competitor,monster,parent,radical,snake,girl,husband	client,pupil,capitalist,detainee,professional,model,warlord
Eddy Merckx	advocate,underdog,nominee,winner,foreigner,demonstrator,supporter	miracle_worker,photographer,lover,driver,fan,bull,warlord
Edith Piaf	fashion_designer,con_man,visitor,guitarist,actress,propagandist,supporter	author,tour_guide,travel_agent,client,mother,professional,model
Edward Hopper	advertiser,coach,con_man,visitor,sage,actress,manager	applicant,feudatory,travel_agent,client,mother,professional,model
Elizabeth Taylor	infant,helper,housewife,babysitter,traitor,tyrant,caregiver	beau,musician,bride,dancer,professional,girl,lady
Elmer Fudd	executioner,spy,chess_player,pontiff,con_man,passenger,miracle_worker	detective,socialist,defendant,mother,torturer,daddy,husband
Elmore Leonard	advertiser,nationalist,caller,propagandist,abolitionist,speechwriter,satirist	builder,applicant,travel_agent,client,mother,professional,model
Elvis Presley	liar,bully,adolescent,dove,heir,general,footballer	advertiser,socialist,groom,jester,intern,columnist,oppressor
Emily Dickinson	impersonator,star,decision_maker,house_guest,demon,believer,lover	target,baby,traveler,senior,golfer,model,tourist
Eminem	Catholic,liar,con_man,visitor,queen,tyrant,aristocrat	ghost,singer,beauty,authority,player,dancer,girl
Emperor Constantine	Catholic,cleric,coach,liar,con_man,queen,seducer	politician,prophet,demon,player,rebel,abuser,friend
Ming The Merciless		
Emperor Palpatine	coach,supervisor,parent,censor,master,mistress,instructor	teacher
Erasmus	performer,wife,demon,thief,authority,buyer,witness	artist,reader,farmer,investor,teacher,legislator,satirist
Eric Clapton	theorist,confessor,decision_maker,publicist,scammer,accompanist,sitter	caller,groom,tour_guide,sibling,minister,mourner,dealer
Ernest Hemingway	con_man,character,father,sage,drug_dealer,invalid,supporter	house_guest,builder,applicant,travel_agent,representative,screenwriter,anthropologist
Errol Flynn	fashion_designer,Catholic,liar,con_man,visitor,queen,mom	terrorist,slave,emissary,companion,travel_agent,prisoner,assassin
Euclid		
Evel Knievel	performer,researcher,gangster,lion,girl,supporter,witness	jockey,wife,driver,regulator,soldier,controller,husband
Federico Fellini	doctor,sage,freedom_fighter,victim,deity,supporter,hotelier	voter,spokesperson,ruler,propagandist,judge,caregiver,speechwriter
Fidel Castro	stylist,fugitive,militant,comedian,rebel,dissenter,demonstrator	groom,colonist,slaveholder,subordinate,convict,persecutor,mastermind
Flash Gordon	liar,pope,doctor,visitor,winner,photographer,supporter	realtor,competitor,applicant,shareholder,incumbent,gynecologist,chemist
Florence Nightingale	con_man,doctor,visitor,sage,actress,manager,freedom_fighter	travel_agent,client,pupil,mother,oracle,professional,model
Forrest Gump	medium,godfather,beauty,character,woman,reader,girl	manipulator,slave,pawn,vassal,builder,architect,principal
Francis Bacon	fashion_designer,coach,con_man,doctor,colonist,freedom_fighter,tyrant	nationalist,caller,abolitionist,novelist,satirist,screenwriter,speechwriter
Francis Crick	detective,advertiser,theorist,con_man,doctor,father,manager	tour_guide,chief,client,representative,mother,professional,senior
Frank Capra	advertiser,coach,con_man,visitor,manager,accompanist,interpreter	choreographer,curator,actress,mother,professional,model,screenwriter
Frank Columbo	dad,singer,woman,father,source,fan	
Frank Gehry	competitor,patron,con_man,researcher,authority,player,witness	barrister,athlete,regulator,journalist,model,role_model,celebrity
Frank Lloyd Wright	devotee,theorist,voter,father,manager,child,golfer	custodian,luminary,bailiff,appellant,landlord,functionary,chemist
Frank Sinatra	infant,wizard,housewife,employer,babysitter,traitor,tyrant	medium,settler,mother,child,boyfriend,role_model,anthropologist
Frank Zappa	knight,rival,employer,tyrant,fashion_model,deity,role_model	manipulator,explorer,athlete,censor,depositor,experimenter,architect
Franz Liszt	spokesman,vendor,lender,swain,tormentor,gaoler,dominatrix	plastic_surgeon,pawn,helper,guitarist,jockey,troublemaker,cheater
Fred Astaire	advertiser,con_man,visitor,guitarist,actress,manager,accompanist	fighter,atheist,tour_guide,preacher,adult,president,prostitute
Fredo Corleone	guest,workmate,sibling,ex,renter,girlfriend,schoolmate	explorer,miracle_worker,colonizer,mercenary,conqueror,traveler,opponent
Garry Kasparov	dad,hit_man,con_man,assistant,slave_owner,father,husband	house_guest,applicant,tour_guide,chief,client,professional,model
Garry Trudeau	con_man,doctor,visitor,sage,actress,manager,freedom_fighter	travel_agent,client,pupil,mother,oracle,professional,model
Garth Brooks	Catholic,infant,respondent,queen,traitor,victim,groupie	cuckoo,mother,bouncer,lion,interpreter,professional,model
Gary Larson	seducer,con_man,sage,commoner,tyrant,aristocrat,deity	wife,author,tour_guide,chef,client,professional,model
Genghis Khan	liar,wizard,insider,importer,handler,nanny,crime_boss	ambassador,bowler,insurer,double,gangster,batter,golfer
George Bernard Shaw	source,demon,seller,dupe,player,propagandist,substitute	artist,mystery_writer,caller,journalist,speechwriter,screenwriter,satirist
George Clooney	devotee,infant,decision_maker,vassal,nanny,farmer,nurse	ghost,goddess,medium,winner,tour_guide,oracle,guide
George Costanza	lender,confidante,retailer,seller,spokesman,swain,editor	monster,rival,follower,backer,companion,host,peer
George Foreman	winner,underdog,advocate,foreigner,parasite,demonstrator,supporter	hit_man,apprentice,assistant,slave_owner,mariner,husband,widow
George Harrison	Catholic,infant,helper,killer,housewife,tyrant,caregiver	vet,manipulator,star,censor,source,oracle,model
George Orwell	advertiser,coach,con_man,visitor,believer,speaker,actress	detective,hero,god,socialist,interviewee,atheist,oppressor
George Soros	coach,con_man,visitor,counsellor,sage,priest,mom	terrorist,liberal,decision_maker,populist,despot,snob,boyfriend
George W. Bush	copycat,paedophile,newborn,appeaser,savior,snob,groupie	referee,luminary,bailiff,proposer,boxer,renter,eyewitness
George Washington	insurgent,colonist,predator,commoner,intruder,assassin,scoundrel	overlord,representative,wife,tour_guide,rebel,spouse,pupil
Gerard Manley Hopkins	pope,pawn,theologian,hijacker,wizard,satrap,worshiper	exporter,recruiter,pastor,subscriber,abbot,spouse,rescuer
Glenn Beck	terrorist,rival,backer,companion,foe,critic,peer	courtesan,guest,host,captor,tormentor,supporter,monster
Gloria Steinem	advertiser,ambassador,homeowner,propagandist,demonstrator,supporter,operative	translator,critic,comedian,student,speaker,satirist,sinner
Mikhail Gorbachev	hit_man,woman,pope,knight,celebrity,lord,native	fighter,wife,tour_guide,mercenary,pupil,oracle,minister
Gordon Ramsay	terrorist,patient,outsider,thief,demonstrator,buyer,witness	fighter,target,waiter,regulator,client,star,hotelier
Grace Kelly	king,bully,adolescent,general,master,fashion_model,footballer	artist,celebrity,wife,bride,lover,model,athlete
Greta Garbo	king,bully,adolescent,gang_member,heir,actress,general	master,school_kid,footballer,role_model,fashion_model
Groucho Marx	Catholic,giant,liar,pope,queen,victim,aristocrat	target,researcher,stakeholder,translator,failure,professional,model
Gwyneth Paltrow	infant,housewife,manager,babysitter,traitor,tyrant,caregiver	ghost,goddess,convert,speaker,adult,oracle,deity
H.P. Lovecraft	coach,doctor,visitor,consul,sage,manager,aristocrat	author,tour_guide,travel_agent,pupil,professional,model,minister
Han Solo	fashion_designer,con_man,father,character,invalid,drug_dealer,mom	explorer,double_agent,commander,travel_agent,prisoner,mariner,emissary
Jabba the Hutt	ambassador,pope,plenipotentiary,prophet,pastor,priest,savior	ruler,bishop,saint
Hannibal Lecter	fundamentalist,liar,con_man,passenger,character,demon,thief	witch_doctor,woman,doctor,medic,father,spin_doctor,husband
Harry Houdini	vendor,seller,spokesman,swain,tormentor,gaoler,dominatrix	tour_guide,travel_agent,pupil,mother,professional,senior,lady
Harry Potter	devotee,respondent,heir,sitter,nanny,groupie,climber	gatekeeper,goddess,parliamentarian,retailer,tour_guide,deity,aspirant
Lord Voldemort		
Albus Dumbledore	terrorist,patient,outsider,thief,demonstrator,buyer,witness	fighter,target,waiter,regulator,client,star,hotelier
Heath Ledger	dad,Catholic,infant,chess_player,doctor,manager,traitor	ghost,goddess,target,tour_guide,speaker,adult,oracle
Helen Keller	Catholic,jailer,judge,advocate,votary,freedom_fighter,oppressor	lecturer,singer,mouthpiece,evangelist,tour_guide,travel_agent,evaluator
Henry Ford	guest,workmate,sibling,ex,traveler,girlfriend,schoolmate	gatekeeper,terrorist,liberal,driver,bride,parliamentarian,aspirant
Henry James	Catholic,infant,winner,candidate,queen,manager,traitor	fighter,soldier,chief,speaker,student,oracle,disciple
Henry Kissinger	charioteer,liar,pope,knight,chef,villain,surgeon	wife,tour_guide,feudatory,mercenary,pupil,oracle,minister
Henry Miller	interviewee,abolitionist,propagandist,broadcaster,mentor,screenwriter,editor	terrorist,handler,gang_member,double_agent,authority,travel_agent,poacher
Hercule Poirot	lender,confidante,seller,spokesman,swain,editor,tormentor	blackmailer,designer,pollster,investigator,litigator,attacker,speechwriter
Hillary Clinton	fundamentalist,knight,settler,suspect,bull,hooker,martyr	exporter,atheist,totalitarian,butcher,oracle,junior,inferior
Homer	ambassador,competitor,spokesperson,advocate,school_kid,demonstrator,supporter	applicant,travel_agent,client,representative,mother,professional,model
Homer Simpson	liberal,con_man,visitor,demon,thief,school_kid,prisoner	celebrity,tour_guide,soldier,fashion_model,model,role_model,guide
Howard Hughes	detective,woman,radical,benefactor,depositor,experimenter,nurse	realtor,chief,shareholder,prisoner,senior,spouse,rescuer
Howard Stern	hit_man,chess_player,con_man,king,player,fan,friend	star,mediator,recruit,subscriber,lieutenant,politician,apprentice
Hugh Grant	expert,con_man,visitor,seller,insider,manager,buyer	ghost,convert,goddess,tour_guide,adult,oracle,guide
Hugh Hefner	devotee,vet,beginner,actress,listener,spotter,lady	designer,driver,translator,student,model,satirist,sinner
Hugh Jackman	Catholic,pope,winner,source,victim,aristocrat,supporter	vet,wife,gang_member,author,chief,mother,model
Hulk Hogan	ghost,rival,believer,employer,composer,knight,supporter	king,artist,bride,knave,model,dove,husband
Humphrey Bogart	Catholic,infant,con_man,visitor,queen,manager,groupie	fighter,explorer,author,colonizer,chief,chronicler,prostitute
Imelda Marcos	giant,pope,con_man,commoner,tyrant,aristocrat,deity	offender,crooked_cop,demon,translator,pupil,oracle,prostitute
Indiana Jones	giant,liar,pope,doctor,visitor,sage,supporter	chief,client,pupil,capitalist,subordinate,shaman,professional
Jack Bauer	executioner,spy,chess_player,pontiff,con_man,passenger,miracle_worker	hirer,apostle,companion,herald,saint,martyr,disciple
Jack Kerouac	ambassador,coach,researcher,publicist,believer,speaker,mentor	artist,settler,colonizer,bride,chief,husband,boyfriend
Jack Nicholson	devotee,hit_man,wizard,father,manager,baby,lord	liberator,miracle_worker,authority,mercenary,convict,mastermind,leader
Jack The Ripper	advertiser,doctor,visitor,manager,victim,judge,matador	slave,explorer,beauty,tour_guide,translator,oracle,vocalist
Jackie Chan	ambassador,coach,photographer,father,manager,supporter,character	manipulator,censor,constable,iconoclast,capitalist,warlord,vocalist
